Député·e,Groupe,Circo,Source,Rôle,Date,Référence,Thèmes,Extrait
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-03-20,AMANR5L17PO849474B0481P0D1N000607,Réglementation & projets,"Cet amendement vise à simplifier la procédure d'autorisation environnementale, au cas par cas, en rétablissant une mesure qui existait il y a encore quelques mois. Quand un projet, après étude de son dossier, ne nécessite qu'une étude d'incidence continue avec une participation du public qui ne dure"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-04-04,AMANR5L17PO838901BTC1191P0D1N001250,Infrastructure éolienne,"L’objectif de cet amendement est de supprimer cet article. Les éoliennes offshore se développent depuis plusieurs années, malgré des résultats contrastés. Leur intermittence est difficilement compatible avec le système de production d’électricité français, principalement basé sur l’énergie nucléaire"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-04-04,AMANR5L17PO838901BTC1191P0D1N001902,Réglementation & projets,Cet amendement tend à ce que la déclaration d’utilité publique (DUP) concernant un projet de construction indique si ledit projet est conforme aux exigences de la protection de l’environnement.En effet la délivrance de la DUP exige déjà l’accomplissement d’une étude d’impact prenant en compte les co
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-04-04,AMANR5L17PO838901BTC1191P0D1N001901,Réglementation & projets,"Cet amendement tend à ce que tout projet, et non seulement d’infrastructure, soit considéré comme répondant de plein droit à toutes les exigences posées par la loi pour l’obtention de l’autorisation environnementale, dès lors qu’il a fait l’objet d’une « déclaration d’utilité publique ».En effet la "
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000051,Infrastructure éolienne,Le présent amendement vise à introduire un alinéa complémentaire à l'article 5 du présent texte rendant obligatoire la mise en place d'une consultation des habitants des communes concernées par des projets d'implantation ou de renouvellement de parcs éoliens et photovoltaïques sur le territo
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000034,Infrastructure éolienne,"Le présent amendement du groupe Rassemblement National fixe des objectifs clairs de production d’hydrogène décarboné, en visant au moins 50 TWh par an d’ici 2035, et 170 TWh à l’horizon 2050. Il prend en compte l’ensemble des technologies pertinentes — électrolyse, thermolyse et hydrogène blanc — af"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000054,Infrastructure éolienne,"Ce moratoire proposé par le groupe Rassemblement National a pour but de suspendre temporairement le développement de nouvelles capacités intermittentes (énergie d’origine éolienne, solaire ou marine) tant que leur contribution réelle à la sécurité d’approvisionnement, à la décarbonation et à la mini"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000048,Infrastructure éolienne,"Les forêts jouent un rôle très important dans l'équilibre de notre biodiversité, en agissant comme des puits de carbone naturels mais également en régulant les cycles de l’eau.Elles contribuent également de manière non négligeable à la production énergétique durable, notamment par la filière bois-én"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000086,Infrastructure éolienne,"Ce moratoire a pour but de suspendre temporairement le développement de nouvelles capacités intermittentes (énergie d'origine éolienne, solaire ou marine)tant que leur contribution réelle à la sécurité d'approvisionnement, à la décarbonation et à la minimisation des coûts du système n'a pas été éval"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000049,Réglementation & projets | Infrastructure éolienne,"""Fixer une programmation énergétique ambitieuse"" ne doit pas se faire au détriment de notre appareil nucléaire, producteur de l'énergie la plus propre et la moins chère du marché.Aussi, il est particulièrement dangereux pour la souveraineté énergétique nationale de, je cite, ""de poursuivre le dévelo"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000411,Infrastructure éolienne,"Le présent amendement vise à inscrire dans les dispositions préliminaires du code de l'énergie la nécessaire considération de l'acceptabilité des projets d'installations de production d'électricité. Il apparaît en effet que, très régulièrement, le développement de certaines installations suscite pre"
Matthias Renault,RN,3e,Amendement,Auteur,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000415,Infrastructure éolienne,"Le présent amendement vise à supprimer le développement de l’éolien en mer des objectifs de la politique énergétique nationale, telle que définie par l’article L. 100‑4 du code de l’énergie.D’une part, l’éolien en mer constitue une technologie particulièrement coûteuse, tant en phase d’installation "
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000347,Infrastructure éolienne,"Cet amendement de repli vise à mettre un terme à l’implantation de nouvelles éoliennes terrestres ainsi qu’à leur réinstallation sur des sites déjà démantelés. Il ne remet pas en cause le renouvellement ou l’entretien des parcs existants, mais marque une inflexion claire en matière de développement "
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000412,Infrastructure éolienne,"Si la politique énergétique doit en effet poursuivre un objectif de cohésion sociale et territoriale, cet objectif ne peut seulement prendre en considération les problématiques, légitimes de coût de l’énergie et de pouvoir d’achat. En matière énergétique, la cohésion sociale et territoriale passe ég"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000252,Réglementation & projets | Infrastructure éolienne,"Cet amendement vise à instaurer un moratoire de dix ans sur l'installations de projets éoliens.L’objectif est de stopper un modèle de production électrique qui, malgré un soutien financier massif, s’avère coûteux, peu fiable et porteur de nuisances écologiques, économiques et paysagères. Ce moratoir"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000410,Infrastructure éolienne,"Amendement de repliLa construction d'éoliennes sur nos territoires suscite de très nombreuses problématiques. Intermittentes, coûteuses, porteuses de nombreuses nuisances, nuisibles à l'équilibre du réseau électrique, elles sont enfin largement décriées par les habitants concernés. A cet égard, les "
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N249,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Nous ne pouvons pas laisser passer certains des arguments avancés par les députés de gauche et d’extrême gauche, en particulier l’affirmation selon laquelle le coût du nucléaire serait infiniment supérieur à celui des éoliennes. Vous avez estimé le coût complet de l’éolien à 40 ou 50 euros le mégawa"
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N248,Politique énergétique,"Si cette série d’amendements est somme toute assez neutre, puisque la ventilation des objectifs par énergie renouvelable n’est pas détaillée et qu’elle est renvoyée à un décret, il n’en reste pas moins que tout le bloc central, la gauche et l’extrême gauche, ont voté, main dans la main, l’objectif g"
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N248,Infrastructure éolienne,"Nous avons discuté de l’éolien en mer, mais revenons sur son coût pour les finances publiques. Cette énergie hypersubventionnée n’est pas rentable. En 2018, dans un premier bilan sur l’éolien en mer, la Cour des comptes a estimé qu’il coûterait 40 milliards d’argent public sur vingt ans – 2 milliard"
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N248,Infrastructure éolienne,"À titre de comparaison, le mégawattheure d’électricité produit par l’éolien terrestre, lui-même hypersubventionné et non rentable, est racheté 102 euros."
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N248,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Le coût de raccordement des éoliennes en mer, lui, est souvent sous-estimé. D’après la projection de RTE, qui se réfère elle-même au projet de décret PPE 3, ce coût pour les quinze prochaines représentera 37 milliards d’euros d’argent public : c’est absolument délirant ! (Exclamations sur les bancs "
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N248,Infrastructure éolienne | Politique énergétique,"Par ailleurs, l’éolien offshore n’est absolument pas une solution souveraine, et je voudrais répondre sur ce point à des remarques que j’ai entendues au cours de débats précédents.D’abord, la construction des éoliennes offshore est assurée par des entreprises étrangères : le groupe américain General"
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N248,Infrastructure éolienne,"En outre, seuls 25 % des composants des éoliennes, aussi bien terrestres que maritimes, sont produits en France. Ce n’est donc pas une solution souveraine."
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N248,Infrastructure éolienne,"Quant au capital des exploitants des éoliennes en mer, il passe sous drapeau étranger."
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N248,Infrastructure éolienne,"Prenons l’exemple, dans ma circonscription, du parc éolien offshore en cours de construction au large de Dieppe et du Tréport : les capitaux de l’exploitant sont détenus par une société espagnole et commencent à être infiltrés par des Chinois."
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N248,Infrastructure éolienne,L’éolien offshore est une catastrophe pour les finances publiques. C’est une catastrophe parce que ce n’est pas une solution souveraine.
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N248,Infrastructure éolienne,"C’est une catastrophe pour les activités de pêche : l’impact des éoliennes en mer, c’est une baisse de 30 % du chiffre d’affaires pour les pêcheurs. (« Mais non ! », « Il n’y connaît rien ! » et « N’importe quoi ! » sur quelques bancs des groupes LFI-NFP, EcoS et Dem.) C’est évidemment une catastrop"
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N248,Infrastructure éolienne,"C’est une catastrophe, enfin, pour l’environnement : les éoliennes en mer saccagent les fonds marins (« Mais non ! » sur quelques bancs), à tel point que certaines ONG écologistes historiques, comme Sea Shepherd, sont radicalement opposées à leur développement. (Applaudissements sur quelques bancs d"
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N248,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Autrement dit, même si on se place sur votre terrain, cela ne fonctionne pas.Le débat sur l’éolien est très important. À cet égard, les amendements que nous examinons ici sont relativement neutres, car ils n’entrent pas dans le détail s’agissant des énergies renouvelables. Nous aurons surtout ce déb"
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N248,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Nous nous apprêtons à voter, enfin, le moratoire sur les éoliennes terrestres et maritimes. C’est le groupe DR, représenté par deux députés seulement ce matin, qui a déposé l’amendement tendant à l’imposer. Nous soutiendrons son initiative, en la précisant par des sous-amendements.D’autres l’ont rap"
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N248,Infrastructure éolienne,"Cette acceptabilité sociale est toutefois relative, ce que j’ai déjà rappelé hier soir. Dans l’immense majorité des cas, les opposants aux projets remportent des victoires écrasantes quand les conseils municipaux organisent des référendums locaux sur les éoliennes terrestres.Le nucléaire procure aux"
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N248,Infrastructure éolienne,"Le ratio entre la surface de paysages saccagés et la production d’électricité est évidemment en faveur du nucléaire. Je ne prétendrai pas qu’une centrale nucléaire, c’est beau. C’est moche comme les éoliennes, mais ça produit beaucoup plus d’électricité et pour un coût bien moins élevé et un niveau "
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N248,Réglementation & projets | Infrastructure éolienne,"L’amendement no 447 de M. Nury est important et ces sous-amendements précisent sa rédaction. Votons, enfin, un moratoire sur les éoliennes terrestres et maritimes ! (Applaudissements sur les bancs du groupe RN.)"
Matthias Renault,RN,3e,Séance plénière,Intervenant,jeudi 19 juin 2025,CRSANR5L17S2025O1N250,Infrastructure éolienne,"…car il fait semblant de ne pas comprendre, comme l’a brillamment exposé M. Amblard, qu’il y a plusieurs sources d’énergies renouvelables. L’un des principes qui commande notre choix est la responsabilité budgétaire. Après huit ans de Macronie, il y a 1 200 milliards d’euros de dette publique supplé"
Matthias Renault,RN,3e,Séance plénière,Intervenant,lundi 17 février 2025,CRSANR5L17S2025O1N103,Infrastructure éolienne,Il y a trop d’éoliennes !
Matthias Renault,RN,3e,Séance plénière,Intervenant,lundi 17 février 2025,CRSANR5L17S2025O1N103,Réglementation & projets | Infrastructure éolienne,"L’article 24, que cet amendement vise à supprimer, facilite le développement des éoliennes dans les zones économiques exclusives (ZEE) en créant un point de contact unique pour les porteurs de projet. Sans surprise, nous sommes résolument opposés au développement des éoliennes en mer et nous demando"
Matthias Renault,RN,3e,Séance plénière,Intervenant,lundi 17 février 2025,CRSANR5L17S2025O1N103,Infrastructure éolienne,"En réponse à M. le rapporteur, je citerai l’étude d’impact qui accompagne le projet de loi, page 286 : la disposition de l’article 24 « contribu[e] à l’accélération de la mise en œuvre de projets d’installation de […] parcs éoliens en mer ». Votre pique rhétorique masque difficilement le fond de l’a"
Matthias Renault,RN,3e,Séance plénière,Intervenant,lundi 17 février 2025,CRSANR5L17S2025O1N103,Infrastructure éolienne,"Le projet de parc éolien en baie de Somme, dont la convention a été signée en 2014, n’a fait l’objet d’aucun référendum local. En matière de consultation et d’acceptabilité par la population locale, c’est assez limité !Enfin, puisque vous évoquez l’enjeu de souveraineté, il s’agit effectivement d’un"
Matthias Renault,RN,3e,Séance plénière,Intervenant,lundi 17 février 2025,CRSANR5L17S2025O1N103,Infrastructure éolienne,"L’article 25 est assez extraordinaire. On développe les énergies renouvelables en général et les éoliennes en particulier au nom d’objectifs environnementaux. Ces éoliennes provoquent des dégâts environnementaux, désormais documentés, sur les oiseaux et sur les fonds marins. Et on demande des déroga"
Matthias Renault,RN,3e,Séance plénière,Intervenant,lundi 17 novembre 2025,CRSANR5L17S2026O1N055,Infrastructure éolienne,"Je vous rassure, je n’évoquerai pas l’arc narratif complotiste relatif à la Russie !Madame la ministre, nous proposons certes des augmentations considérables de recettes ; mais les subventions de l’État, en face, sont bien plus considérables encore. J’ai envoyé un courrier à vos services – je vais p"
Matthias Renault,RN,3e,Séance plénière,Intervenant,mercredi 18 juin 2025,CRSANR5L17S2025O1N247,Infrastructure éolienne | Politique énergétique,"…en vingt-quatre heures, comme vous le dites, non pas la politique relative aux énergies renouvelables en général, mais à l’éolien en particulier – sur lequel nous allons bientôt voter –, ce sera parce que les Français auront voté pour notre programme."
Matthias Renault,RN,3e,Séance plénière,Intervenant,mercredi 18 juin 2025,CRSANR5L17S2025O1N247,Infrastructure éolienne,"Par ailleurs, vous avez parlé de l’acceptabilité sociale des énergies renouvelables en général, et des éoliennes en particulier, en vous référant à un sondage qui montrerait que 80 % des Français auraient une bonne image des énergies renouvelables ou y seraient favorables. D’abord, il s’agit des éne"
Matthias Renault,RN,3e,Séance plénière,Intervenant,mercredi 18 juin 2025,CRSANR5L17S2025O1N247,Infrastructure éolienne,"Par ailleurs, ce sondage traduit une déclaration de bons sentiments assez générale, après des années de propagande qui a consisté à démolir systématiquement l’image du nucléaire dans notre pays. Quand on entre dans les travaux pratiques, on s’aperçoit que les habitants des communes concernées rejett"
Matthias Renault,RN,3e,Séance plénière,Intervenant,mercredi 18 juin 2025,CRSANR5L17S2025O1N247,Infrastructure éolienne,"Je voudrais lancer un appel aux associations antiéoliennes et aux citoyens : il faut qu’ils aillent voir leur conseil municipal et qu’ils fassent pression sur lui pour exiger un référendum d’initiative locale sur les projets d’éoliennes, parce que souvent, on ne leur demande pas leur avis. Vive la d"
Matthias Renault,RN,3e,Séance plénière,Intervenant,mercredi 28 mai 2025,CRSANR5L17S2025O1N219,Politique énergétique,"Le gouvernement et le bloc central n’ont de cesse d’expliquer que les dispositions relatives au ZAN doivent être examinées dans le cadre de la proposition de loi Trace et que le présent projet de loi n’est pas le bon véhicule législatif pour en débattre, alors même qu’on multiplie les dérogations de"
Matthias Renault,RN,3e,Séance plénière,Intervenant,vendredi 11 avril 2025,CRSANR5L17S2025O1N171,Infrastructure éolienne,"Sur cette somme, 100 milliards d’euros devraient subventionner le développement des énergies renouvelables et 35 milliards d’euros devraient être consacrés au raccordement des éoliennes en mer.Ces sujets doivent être discutés par le Parlement,…"
Matthias Renault,RN,3e,Séance plénière,Intervenant,vendredi 11 avril 2025,CRSANR5L17S2025O1N171,Infrastructure éolienne,"Il a trait au Conservatoire du littoral. Soyons clairs : la loi du 3 janvier 1986 relative à l’aménagement, la protection et la mise en valeur du littoral, dite « loi littoral », a été une très bonne loi. Elle a permis, au contraire de ce qui s’est passé dans d’autres pays, de préserver les paysages"
Matthias Renault,RN,3e,Séance plénière,Intervenant,vendredi 21 novembre 2025,CRSANR5L17S2026O1N066,Infrastructure éolienne,Ils visent à revoir la répartition d’une partie de l’affectation de la taxe sur les éoliennes en mer. Le premier modifie la répartition entre le Comité national des pêches maritimes et des élevages marins (CNPMEM) et les comités régionaux (CRPMEM). En tant que rapporteur spécial de la commission des
Matthias Renault,RN,3e,Séance plénière,Intervenant,vendredi 25 octobre 2024,CRSANR5L17S2025O1N018,Infrastructure éolienne,"Il est assez semblable aux deux amendements précédents, puisqu’il vise à doubler la taxe sur les éoliennes en mer. Cette source d’énergie est intermittente…"
Matthias Renault,RN,3e,Séance plénière,Intervenant,vendredi 25 octobre 2024,CRSANR5L17S2025O1N018,Infrastructure éolienne,"…et non rentable. Pendant deux ans, avec l’augmentation des prix de l’électricité, on nous a fait croire qu’elle l’était, mais on découvre dans le projet de budget que les éoliennes en mer seront à nouveau subventionnées à hauteur de 600 millions d’euros.Dans ma circonscription, le projet d’éolienne"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-10-12,AMANR5L17PO59048B0324P1D1N000550,Réglementation & projets,"Cet amendement vise à créer une taxe sur les livraisons à domicile de biens opérées par les grandes plateformes numériques de vente en ligne, en exemptant les territoires ruraux et les livraisons en point relais.Plus précisément, cette taxe vise à cibler exclusivement les plateformes réalisant les v"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-10-13,AMANR5L17PO59048B0324P1D1N000653,Infrastructure éolienne,"Cet amendement vise à étendre le crédit d’impôt au titre des investissements dans l’industrie verte aux entreprises industrielles et commerciales qui assurent le recyclage, le réemploi, la réutilisation et le reconditionnement des équipements et composants d’équipements cités dans le présent article"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-10-13,AMANR5L17PO59048B0324P1D1N001418,Réglementation & projets,"Cet amendement vise à étendre l’assiette de la taxe sur l’exploitation des infrastructures de transport de longue distance en supprimant les seuils relatifs aux revenus de l’exploitation et à la rentabilité actuellement en vigueur, et en intégrant dans le champ d’application de la taxe les infrastru"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-10-13,AMANR5L17PO59048B0324P1D1N001416,Réglementation & projets,"Cet amendement vise à refondre le tarif de solidarité, composante de la taxe sur le transport aérien de passagers, en alignant le barème de la classe économique sur le niveau allemand, et en doublant ce barème pour obtenir le montant en classes premium. Le barèmede l’aviation d’affaires commerciale "
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-10-17,AMANR5L17PO838901B0324P1D1N000797,Réglementation & projets,"Cet amendement vise à créer une taxe sur les livraisons à domicile de biens opérées par les grandes plateformes numériques de vente en ligne, en exemptant les territoires ruraux et les livraisons en point relais.Plus précisément, cette taxe vise à cibler exclusivement les plateformes réalisant les v"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-10-18,AMANR5L17PO838901B0324P1D1N001510,Réglementation & projets,"Le nombre de livraisons de biens opérées par les plateformes numériques de vente en ligne a explosé ces dernières années au point de représenter 1,5 milliard de colis annuels livrés en France. En ville, ce flux de transport de marchandises correspond à 20 % du trafic et à 20 % des émissions de gaz à"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-10-19,AMANR5L17PO838901B0324P1D1N003260,Réglementation & projets,"Cet amendement vise à refondre le tarif de solidarité, composante de la taxe sur le transport aérien de passagers, en alignant le barème de la classe économique sur le niveau allemand, et en doublant ce barème pour obtenir le montant en classes premium. Le barèmede l’aviation d’affaires commerciale "
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-10-19,AMANR5L17PO838901B0324P1D1N002825,Infrastructure éolienne,"La disponibilité et l’accès aux matières premières critiques pour la production industrielle constituent un enjeu majeur pour la souveraineté nationale et la réalisation de la transition énergétique, c’est pourquoi cet amendement vise à accélérer les investissements réalisés pour la collecte, le rec"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-10-19,AMANR5L17PO838901B0324P1D1N003256,Réglementation & projets,"Cet amendement vise à étendre l’assiette de la taxe sur l’exploitation des infrastructures de transport de longue distance en supprimant les seuils relatifs aux revenus de l’exploitation et à la rentabilité actuellement en vigueur, et en intégrant dans le champ d’application de la taxe les infrastru"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-10-24,AMANR5L17PO59048B0324P2D1N001197,Réglementation & projets,"Cet amendement vise à augmenter les effectifs des inspecteurs des installations classées pour protection de l'environnement.L’inspection des installations classées a réalisé 24 232 contrôles en 2023. Or, on dénombre en France environ 500 000 installations classées. Aussi, l’extrême majorité des site"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-10-24,AMANR5L17PO59048B0324P2D1N001132,Réglementation & projets,"L'objet de cet amendement est de poursuivre sur la bonne dynamique impulsée l'an passé en PLF avec la création de 100 postes d'inspecteur·ices des installations classées, en créant à nouveau 100 postes pour l'année 2025, et en prévoyant une hausse des autorisations d'engagements pour permettre, sur "
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-10-25,AMANR5L17PO419610B0324P2D1N000278,Infrastructure éolienne | Politique énergétique,"Le développement des énergies renouvelables a conduit à une évolution dont l’importance n’a pas été, jusqu’à présent, pleinement mesurée : le nombre de projets à instruire (autorisation, raccordement, etc.) est bien plus important qu’hier et sera en augmentation constante demain.À titre d’exemples, "
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-10-29,AMANR5L17PO59048B0324P2D1N002364,Réglementation & projets,"Cet amendement vise à appliquer aux territoires ultramarins le dispositif de continuité territoriale actuellement en vigueur en Corse. Aujourd’hui le régime en vigueur est peu efficace. Faute de dotation suffisante, l’éligibilité au dispositif de subvention est très restreinte et mobilisable q"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-10-30,AMANR5L17PO59048B0324P2D1N002697,Infrastructure éolienne,"Cet amendement vise à soutenir le développement des énergies renouvelables en outre-mer, en soutenant les entreprises d’énergies renouvelables dans les territoires d’outre-mer à hauteur de 5 millions d’euros.Aujourd’hui, le modèle énergétique des territoires d’outre-mer est marqué par une forte dépe"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-10-31,AMANR5L17PO838901B0324P2D1N000870,Réglementation & projets,"L'objet de cet amendement est de poursuivre sur la bonne dynamique impulsée l'an passé en PLF avec la création de 100 postes d'inspecteur·ices des installations classées, en créant à nouveau 100 postes pour l'année 2025, et en prévoyant une hausse des autorisations d'engagements pour permettre, sur "
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-11-04,AMANR5L17PO838901B0324P2D1N001175,Réglementation & projets,"Cet amendement vise à augmenter les effectifs des inspecteurs des installations classées pour protection de l'environnement.L’inspection des installations classées a réalisé 24 232 contrôles en 2023. Or, on dénombre en France environ 500 000 installations classées. Aussi, l’extrême majorité des site"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-11-04,AMANR5L17PO838901B0324P2D1N001280,Réglementation & projets,"Cet amendement vise à financer la création d’un refuge marin pour accueillir les cétacés captifs en France conformément aux dispositions relatives au delphinariums de loi contre la maltraitance animale de 2021.Dans la nature, les orques et dauphins peuvent parcourir quotidiennement jusqu’à cent-cinq"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-11-05,AMANR5L17PO838901B0324P2D1N001527,Infrastructure éolienne | Politique énergétique,"Le développement des énergies renouvelables a conduit à une évolution dont l’importance n’a pas été, jusqu’à présent, pleinement mesurée : le nombre de projets à instruire (autorisation, raccordement, etc.) est bien plus important qu’hier et sera en augmentation constante demain.À titre d’exemples, "
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-11-06,AMANR5L17PO838901B0324P2D1N002125,Politique énergétique,"Le présent amendement du groupe Écologiste et Social vise à permettre aux parlementaires d’avoir une visibilité précise sur les autorisations d’engagement et les crédits de paiement de l’ADEME au titre des Fonds chaleur et économie circulaire.Dans la présentation actuelle du budget, le programme bud"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-11-07,AMANR5L17PO838901B0324P2D1N002816,Réglementation & projets,"Le Centre National d’Enseignement à Distance (CNED) est chargé d’une double mission d’éducation et de formation. Opérateur public de l’enseignement à distance, l’établissement permet à ceux qui sont éloignés du système éducatif d’accéder à la formation ou encore à d’autres, en reprise d‘études, "
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-11-07,AMANR5L17PO838901B0324P2D1N002887,Politique énergétique,"Le présent amendement vise tout d’abord à permettre aux parlementaires d’avoir une visibilité précise sur les autorisations d’engagement et les crédits de paiement de l’ADEME au titre des Fonds chaleur et économie circulaire. En effet, dans la présentation actuelle du budget, la ligne budgétaire pré"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-11-08,AMANR5L17PO838901B0324P2D1N003243,Infrastructure éolienne,"Cet amendement, adopté en commission des finances, vise à soutenir le développement des énergies renouvelables en outre-mer, en soutenant les entreprises d’énergies renouvelables dans les territoires d’outre-mer à hauteur de 5 millions d’euros.Aujourd’hui, le modèle énergétique des territoires d’out"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2024-11-08,AMANR5L17PO838901B0324P2D1N003336,Infrastructure éolienne,"Cet amendement vise à soutenir le développement des énergies renouvelables en outre-mer, en soutenant les entreprises d’énergies renouvelables dans les territoires d’outre-mer à hauteur de 5 millions d’euros.Aujourd’hui, le modèle énergétique des territoires d’outre-mer est marqué par une forte dépe"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-03-14,AMANR5L17PO838901BTC1043P0D1N000727,Réglementation & projets,Cet amendement du groupe Écologiste et Social vise à atténuer les effets de l’isolement social imposé aux personnes détenues en quartiers de lutte contre la criminalité organisée en rétablissant l’accès aux unités de vie familiale (UVF) pour les proches résidant à plus de 200 kilomètres de l’établis
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-03-20,AMANR5L17PO849474B0481P0D1N000948,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Le présent amendement vise à encadrer le délai d’instruction et de délivrance des autorisations pour l’éolien en mer pour accélérer et faciliter la réalisation des projets et, ainsi, l’atteinte des objectifs de transition énergétique. Cette période d’instruction des projets éoliens en mer dure aujou"
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-03-20,AMANR5L17PO849474B0481P0D1N000946,Réglementation & projets | Infrastructure éolienne | Politique énergétique,Le présent article 16 introduit des dérogations supplémentaires au principe d'allotissement pour le développement de l'éolien en mer. Au prétexte d'un fort besoin d'accélération sur certains projets essentiels à la transition écologique et au prétexte que peu ou pas de TPE-PME ne sont pour l'instant
François Ruffin,ECOS,1re,Amendement,Cosignataire,2025-04-03,AMANR5L17PO838901BTC1191P0D1N000843,Réglementation & projets,Cet amendement vise à rétablir l’évaluation environnementale des projets qualifiés d’intérêt national majeur pour la souveraineté nationale ou la transition écologique Cet article prévoit que la demande d’autorisation environnementale d’un projet qualifié d’intérêt national majeur pour la souveraine
